ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque
Ngaoundéré,7.286276,13.615986,glissement,2,2026-05-17 12:32:38,12,6,15.0,109.1,24.0,0.5896,MOYEN
Bafoussam,5.456587,10.397729,criminalité,1,2026-03-09 09:31:38,9,0,4.0,33.9,33.7,0.3875,MOYEN
Bertoua,4.590529,13.667005,inondation,4,2026-06-15 19:12:38,19,0,19.0,86.9,33.1,0.7727,ELEVE
Douala,4.074299,9.777766,inondation,3,2025-10-23 17:00:38,17,3,24.0,12.3,32.8,0.9697,ELEVE
Ngaoundéré,7.34063,13.589488,inondation,5,2026-05-06 19:43:38,19,2,23.0,26.5,37.6,0.7048,ELEVE
Douala,4.063943,9.786763,accident_route,1,2025-07-05 01:19:38,1,5,1.0,71.1,30.5,0.9697,ELEVE
Bertoua,4.53515,13.68547,inondation,1,2025-08-12 06:46:38,6,1,23.0,51.8,26.3,0.4834,MOYEN
Bafoussam,5.431998,10.433685,incendie,1,2026-03-03 07:45:38,7,1,12.0,40.8,26.4,0.438,MOYEN
Ebolowa,2.93212,11.100157,criminalité,1,2026-06-12 23:58:38,23,4,15.0,37.2,30.9,0.4316,MOYEN
Maroua,10.546771,14.316603,criminalité,3,2026-01-29 08:50:38,8,3,12.0,118.8,29.7,0.8385,ELEVE
Bafoussam,5.465211,10.459077,criminalité,4,2025-08-26 08:24:38,8,1,17.0,14.2,22.3,0.661,ELEVE
Douala,4.09117,9.760072,criminalité,1,2025-12-11 05:31:38,5,3,16.0,84.5,26.6,0.7233,ELEVE
Bafoussam,22.523829867781487,31.207740090276964,glissement,2,2026-03-11 15:27:38,15,2,6.0,39.7,26.5,0.4844,MOYEN
Douala,4.016702,9.733499,accident_route,1,2025-07-05 12:05:38,12,5,8.0,60.6,18.5,0.7489,ELEVE
Bafoussam,5.45225,10.371035,glissement,2,2026-03-21 23:22:38,23,5,24.0,8.3,37.1,0.569,MOYEN
Maroua,10.642591,14.28379,accident_route,1,2025-11-12 10:16:38,10,2,2.0,19.5,29.4,0.7268,ELEVE
Douala,4.063049,9.764249,inondation,4,2026-05-10 23:17:38,23,6,14.0,115.8,25.7,1.0,ELEVE
Ebolowa,2.901879,11.170302,incendie,1,2025-08-07 06:19:38,6,3,9.0,5.3,24.7,0.3471,FAIBLE
Bertoua,32.00636827549016,49.8515604793187,glissement,2,2026-04-25 14:47:38,14,5,9.0,6.3,27.6,0.6371,MOYEN
Ngaoundéré,7.28565,13.607912,glissement,5,2025-11-12 12:08:38,12,2,7.0,76.2,29.0,0.7017,ELEVE
Ebolowa,2.940245,11.106644,criminalité,4,2026-05-02 04:20:38,4,5,7.0,24.7,35.5,0.563,MOYEN
Bafoussam,5.446158,10.423795,incendie,3,2026-02-27 13:56:38,13,4,6.0,52.2,26.4,0.5644,MOYEN
Yaoundé,3.888177,11.472447,criminalité,3,2026-04-16 15:58:38,15,3,4.0,1.5,32.3,0.7249,ELEVE
Douala,4.021669,9.730039,criminalité,4,2026-05-21 16:36:38,16,3,11.0,49.1,20.1,0.8795,ELEVE
Douala,4.035087,9.790377,pollution,4,2026-05-31 01:00:38,1,6,21.0,36.3,23.1,0.9153,ELEVE
Bertoua,4.600245,13.719864,inondation,2,2025-09-11 22:41:38,22,3,13.0,34.2,33.1,0.6206,MOYEN
Yaoundé,3.821067,11.469753,criminalité,2,2026-01-03 03:24:38,3,5,21.0,59.4,31.7,0.7094,ELEVE
Yaoundé,3.839741,11.474311,accident_route,5,2025-11-21 06:58:38,6,4,5.0,31.7,35.8,0.8504,ELEVE
Garoua,9.258119,13.378898,criminalité,2,2026-01-16 11:12:38,11,4,24.0,56.8,36.3,0.7425,ELEVE
Bafoussam,5.440392,10.455866,glissement,4,2025-09-22 21:32:38,21,0,15.0,84.5,18.0,0.6622,ELEVE
Ebolowa,2.942914,11.138732,inondation,5,2026-03-23 08:44:38,8,0,21.0,14.9,33.1,0.7048,ELEVE
Douala,4.071977,9.718736,criminalité,1,2026-02-28 17:50:38,17,5,1.0,76.7,31.9,0.8318,ELEVE
Garoua,9.314271,13.417386,criminalité,1,2026-05-26 20:14:38,20,1,5.0,44.7,28.8,0.6134,MOYEN
Yaoundé,3.84569,11.523933,accident_route,2,2025-10-19 06:11:38,6,6,19.0,10.2,31.8,0.6715,ELEVE
Ebolowa,2.894861,11.172207,pollution,2,2026-01-22 01:00:38,1,3,21.0,62.0,32.4,0.3902,MOYEN
Bafoussam,5.518196,10.466616,inondation,3,2026-04-07 06:43:38,6,1,20.0,109.7,29.5,0.5536,MOYEN
Garoua,9.299885,13.413686,incendie,4,2026-03-05 22:32:38,22,3,4.0,81.7,22.8,0.8677,ELEVE
Douala,4.053131,9.795132,incendie,3,2025-12-10 17:13:38,17,2,25.0,20.2,28.2,0.9822,ELEVE
Yaoundé,3.800539,11.467715,incendie,1,2025-10-10 03:56:38,3,4,2.0,50.8,32.0,0.5478,MOYEN
Douala,4.004453,9.774889,incendie,3,2026-04-01 21:40:38,21,2,5.0,23.9,28.2,0.812,ELEVE
Bafoussam,5.446613,10.42119,accident_route,3,2025-12-21 12:57:38,12,6,1.0,113.2,26.9,0.524,MOYEN
Maroua,10.558405,14.28959,glissement,4,2025-08-26 05:37:38,5,1,3.0,37.1,25.5,1.0,ELEVE
Ebolowa,2.893921,11.161055,inondation,4,2026-05-03 19:33:38,19,6,6.0,0.1,36.7,0.6236,MOYEN
Bertoua,4.598216,13.68721,glissement,1,2025-11-15 05:11:38,5,5,12.0,12.4,28.1,0.572,MOYEN
Bafoussam,5.514566,10.382493,incendie,4,2026-06-03 14:08:38,14,2,8.0,72.3,37.0,0.5454,MOYEN
Garoua,9.342486,13.384016,criminalité,3,2025-12-25 15:30:38,15,3,20.0,115.6,32.4,0.8186,ELEVE
Maroua,10.584824,14.318147,accident_route,3,2026-03-06 12:11:38,12,4,15.0,54.2,19.1,1.0,ELEVE
Douala,4.03912,9.757782,pollution,3,2025-11-16 00:38:38,0,6,17.0,71.6,24.8,1.0,ELEVE
Yaoundé,3.860289,11.460635,inondation,5,2025-11-22 12:07:38,12,5,4.0,67.0,26.3,0.8138,ELEVE
Bafoussam,5.46218,10.460076,inondation,4,2026-04-06 07:42:38,7,0,6.0,20.4,19.6,0.6494,MOYEN
Bertoua,4.619223,13.709472,glissement,2,2025-07-14 05:29:38,5,0,7.0,102.5,23.9,0.6437,MOYEN
Ngaoundéré,7.366368,13.632208,inondation,1,2026-06-18 12:53:38,12,3,11.0,77.8,31.5,0.6227,MOYEN
Ngaoundéré,7.287355,13.535713,inondation,2,2026-05-16 10:30:38,10,5,16.0,0.5,18.2,0.6435,MOYEN
Yaoundé,3.804027,11.545544,inondation,1,2026-01-20 00:16:38,0,1,4.0,65.7,27.5,0.6825,ELEVE
Ngaoundéré,7.289178,13.549086,glissement,5,2026-01-10 03:22:38,3,5,9.0,4.4,30.9,0.6381,MOYEN
Bertoua,4.621948,13.652173,inondation,5,2025-10-24 12:09:38,12,4,4.0,63.8,31.7,0.7686,ELEVE
Ebolowa,2.892273,11.134652,inondation,1,2026-03-17 10:19:38,10,1,19.0,37.9,19.3,0.3361,FAIBLE
Maroua,10.638812,14.330913,accident_route,2,2025-10-24 18:27:38,18,4,10.0,27.0,37.5,0.8803,ELEVE
Bertoua,4.54356,13.721188,glissement,1,2025-09-11 08:08:38,8,3,17.0,8.0,26.4,0.6144,MOYEN
Ebolowa,2.932379,11.195506,accident_route,3,2025-12-07 16:37:38,16,6,25.0,80.5,28.7,0.3535,MOYEN
Yaoundé,3.873901,11.462352,criminalité,3,2025-09-15 02:23:38,2,0,11.0,105.3,20.6,0.6098,MOYEN
Ngaoundéré,7.340078,13.561868,criminalité,3,2025-10-09 02:11:38,2,3,6.0,13.5,33.7,0.4675,MOYEN
Yaoundé,3.7993,11.460651,inondation,1,2026-01-12 00:06:38,0,0,18.0,26.1,35.3,0.7074,ELEVE
Bertoua,4.612888,13.635927,incendie,2,2026-02-28 11:00:38,11,5,17.0,115.8,24.6,0.5202,MOYEN
Bertoua,4.561851,13.63622,incendie,2,2026-05-16 22:45:38,22,5,13.0,26.5,19.6,0.6935,ELEVE
Maroua,10.609683,14.296004,glissement,2,2025-11-20 07:48:38,7,3,24.0,77.8,37.1,0.8449,ELEVE
Ngaoundéré,7.29069,13.627783,inondation,2,2026-03-03 02:21:38,2,1,16.0,105.5,27.9,0.5888,MOYEN
Garoua,9.303096,13.409359,accident_route,5,2026-01-05 17:24:38,17,0,23.0,34.5,31.3,0.997,ELEVE
Ebolowa,2.928203,11.170874,pollution,3,2026-04-18 03:39:38,3,5,20.0,23.6,32.5,0.4907,MOYEN
Douala,4.044761,9.775909,criminalité,5,2026-03-15 18:23:38,18,6,3.0,28.6,20.4,1.0,ELEVE
Bafoussam,5.463592,10.372199,incendie,1,2026-04-23 20:32:38,20,3,23.0,46.6,36.5,0.5504,MOYEN
Garoua,9.309684,13.421544,accident_route,1,2026-04-14 09:40:38,9,1,11.0,16.0,25.0,0.7784,ELEVE
Garoua,9.310294,13.405009,incendie,1,2026-02-05 18:14:38,18,3,3.0,52.7,37.9,0.6762,ELEVE
Maroua,10.598694,14.333913,incendie,3,2025-07-14 19:10:38,19,0,17.0,76.7,19.5,0.8505,ELEVE
Douala,4.026147,9.780387,incendie,4,2025-07-31 01:11:38,1,3,5.0,118.1,31.7,0.9086,ELEVE
Garoua,9.323886,13.35654,accident_route,1,2026-04-12 13:29:38,13,6,11.0,32.8,29.3,0.7084,ELEVE
Garoua,9.25663,13.358882,accident_route,2,2025-12-05 14:42:38,14,4,20.0,0.3,35.2,0.6398,MOYEN
Douala,4.033267,9.802704,glissement,5,2025-10-07 19:08:38,19,1,2.0,35.7,29.5,0.95,ELEVE
Maroua,10.546812,14.29852,criminalité,5,2026-02-17 06:41:38,6,1,5.0,43.9,22.5,0.9317,ELEVE
Ngaoundéré,7.296352,13.603295,criminalité,5,2026-02-04 00:54:38,0,2,10.0,107.8,21.9,0.7794,ELEVE
Maroua,32.54434364488399,30.339076097670674,incendie,4,2025-07-12 13:39:38,13,5,2.0,111.0,21.5,1.0,ELEVE
Ebolowa,2.866748,11.110457,incendie,5,2026-03-04 20:16:38,20,2,9.0,21.6,24.4,0.6513,ELEVE
Douala,4.032136,9.763422,criminalité,2,2026-02-06 19:21:38,19,4,9.0,102.3,19.8,0.8873,ELEVE
Yaoundé,3.833883,11.53982,criminalité,5,2025-11-16 06:11:38,6,6,16.0,29.4,34.1,0.8163,ELEVE
Ebolowa,2.936703,11.157868,pollution,5,2026-05-20 07:06:38,7,2,6.0,54.2,34.0,0.4829,MOYEN
Bafoussam,5.435997,10.390951,glissement,5,2025-12-21 10:57:38,10,6,25.0,35.9,25.4,0.8368,ELEVE
Maroua,10.572359,14.357948,accident_route,4,2026-06-10 13:15:38,13,2,17.0,88.0,18.4,0.977,ELEVE
Maroua,10.640073,14.32114,inondation,3,2026-06-10 14:24:38,14,2,13.0,50.2,20.8,1.0,ELEVE
Ebolowa,2.881171,11.152007,inondation,1,2025-08-15 14:32:38,14,4,6.0,95.0,26.4,0.4758,MOYEN
Ngaoundéré,7.299263,13.592559,inondation,3,2026-06-18 00:40:38,0,3,17.0,59.8,35.4,0.6741,ELEVE
Ngaoundéré,7.368001,13.5676,incendie,4,2025-11-05 19:08:38,19,2,8.0,14.5,21.9,0.7308,ELEVE
Bertoua,4.605349,13.652304,glissement,1,2026-04-25 14:35:38,14,5,15.0,113.9,25.4,0.4264,MOYEN
Garoua,9.314509,13.35153,incendie,2,2025-11-15 00:48:38,0,5,23.0,58.2,18.6,0.6202,MOYEN
Ebolowa,2.944427,11.147421,incendie,5,2025-08-28 19:12:38,19,3,20.0,113.7,22.0,0.6843,ELEVE
Ngaoundéré,7.316732,13.630208,incendie,2,2026-05-02 15:37:38,15,5,18.0,34.2,37.5,0.5355,MOYEN
Maroua,10.561602,14.276735,pollution,1,2025-07-16 15:21:38,15,2,13.0,57.1,27.5,0.8029,ELEVE
Douala,4.068376,9.73995,incendie,5,2025-09-25 08:59:38,8,3,,,,0.9575,ELEVE
Bafoussam,5.448733,10.403427,accident_route,1,2026-01-16 21:35:38,21,4,24.0,28.5,26.9,0.4014,MOYEN
Maroua,10.616146,14.31716,glissement,2,2025-09-22 09:23:38,9,0,1.0,14.7,25.0,1.0,ELEVE
Ngaoundéré,7.34028,13.627648,glissement,4,2026-05-09 07:59:38,7,5,14.0,8.1,26.4,0.613,MOYEN
Bertoua,4.537312,13.709127,incendie,3,2026-03-29 10:52:38,10,6,24.0,30.2,30.4,0.6413,MOYEN
Garoua,9.274296,13.34944,accident_route,3,2025-09-14 06:31:38,6,6,,,,0.8014,ELEVE
Garoua,9.252215,13.443988,glissement,1,2026-05-24 02:11:38,2,6,15.0,77.2,18.6,0.6779,ELEVE
Garoua,9.335739,13.353239,pollution,2,2026-04-27 22:25:38,22,0,11.0,22.0,30.6,0.7856,ELEVE
Ebolowa,2.871825,11.194996,accident_route,3,2026-05-01 03:57:38,3,4,22.0,16.1,20.4,0.4987,MOYEN
Bertoua,4.61552,13.710206,inondation,2,2025-10-02 12:03:38,12,3,15.0,104.1,27.8,0.6611,ELEVE
Ngaoundéré,7.305703,13.621663,glissement,1,2025-07-13 13:32:38,13,6,15.0,2.0,36.6,0.5646,MOYEN
Douala,4.054359,9.723082,criminalité,4,2025-08-04 07:46:38,7,0,,,,0.9347,ELEVE
Garoua,9.280755,13.403502,criminalité,2,2025-10-19 09:07:38,9,6,9.0,24.8,22.1,0.8562,ELEVE
Ebolowa,2.85738,11.155385,glissement,4,2026-06-06 13:23:38,13,5,23.0,109.2,19.5,0.6079,MOYEN
Maroua,10.642182,14.31765,pollution,3,2026-04-26 12:10:38,12,6,25.0,111.2,25.6,0.9345,ELEVE
Bertoua,4.604226,13.636059,inondation,5,2026-03-23 05:01:38,5,0,9.0,10.0,19.6,0.7553,ELEVE
Douala,4.031524,9.770376,incendie,3,2026-04-25 18:43:38,18,5,2.0,87.6,28.7,0.8429,ELEVE
Douala,4.024864,9.790722,incendie,1,2026-02-15 17:04:38,17,6,15.0,42.0,34.4,0.8514,ELEVE
Ngaoundéré,7.292936,13.617293,incendie,3,2026-03-10 01:21:38,1,1,4.0,96.3,32.4,0.4432,MOYEN
Douala,4.012304,9.757686,incendie,3,2025-11-24 00:30:38,0,0,23.0,51.1,31.8,0.9016,ELEVE
Ebolowa,2.931678,11.118161,pollution,4,2025-08-19 17:37:38,17,1,7.0,22.9,35.2,0.6355,MOYEN
Garoua,9.281096,13.417817,criminalité,1,2025-10-22 01:32:38,1,2,20.0,8.5,35.8,0.6243,MOYEN
Ngaoundéré,7.377467,13.627539,glissement,4,2026-06-04 00:49:38,0,3,19.0,103.4,27.6,0.7839,ELEVE
Maroua,10.616921,14.294322,criminalité,4,2025-10-12 10:42:38,10,6,1.0,18.5,24.0,0.8948,ELEVE
Bertoua,4.568159,13.661022,inondation,2,2026-01-20 09:12:38,9,1,9.0,99.1,29.4,0.6121,MOYEN
Bertoua,4.547254,13.700846,glissement,5,2026-06-04 20:53:38,20,3,15.0,17.5,18.2,0.8899,ELEVE
Bafoussam,5.488004,10.429365,inondation,2,2026-04-27 00:58:38,0,0,14.0,113.2,27.9,0.4763,MOYEN
Garoua,9.259838,13.416895,criminalité,5,2026-02-15 09:44:38,9,6,15.0,40.9,19.7,0.8443,ELEVE
Bertoua,4.55358,13.66817,inondation,0,2025-07-07 04:36:38,4,0,4.0,22.9,26.8,0.7285,ELEVE
Douala,4.011357,9.757173,criminalité,4,2026-05-10 17:50:38,17,6,1.0,32.3,37.3,0.7625,ELEVE
Douala,4.090352,9.762238,accident_route,2,2026-05-01 23:18:38,23,4,2.0,40.1,29.2,0.6735,ELEVE
Bafoussam,5.509844,10.401182,accident_route,4,2026-04-01 00:55:38,0,2,12.0,113.0,31.4,0.4899,MOYEN
Garoua,9.302134,13.397152,accident_route,4,2026-02-04 09:57:38,9,2,10.0,26.6,31.8,0.8811,ELEVE
Ngaoundéré,7.336759,13.597258,incendie,4,2026-01-19 13:47:38,13,0,25.0,27.2,31.1,0.7135,ELEVE
Ebolowa,2.858692,11.153711,inondation,4,2025-12-28 18:39:38,18,6,1.0,42.9,19.4,0.5894,MOYEN
Douala,4.003681,9.731417,pollution,5,2025-07-14 08:46:38,8,0,3.0,42.9,28.1,0.9756,ELEVE
Bafoussam,5.43951,10.382125,glissement,5,2025-12-24 05:07:38,5,2,11.0,86.5,31.2,0.5708,MOYEN
Bafoussam,5.432257,10.381834,inondation,5,2026-01-12 14:41:38,14,0,17.0,105.5,18.6,0.6935,ELEVE
Ebolowa,2.879724,11.129992,criminalité,4,2025-07-31 05:30:38,5,3,,,,0.604,MOYEN
Ngaoundéré,7.330501,13.587355,criminalité,4,2025-07-03 02:12:38,2,3,13.0,30.9,20.3,0.5532,MOYEN
Ebolowa,2.878863,11.158124,inondation,5,2025-11-14 08:50:38,8,4,16.0,24.0,20.7,0.6538,ELEVE
Ebolowa,2.861356,11.167157,pollution,3,2025-08-04 23:46:38,23,0,4.0,29.2,29.8,0.3573,MOYEN
Douala,4.080426,9.749576,inondation,3,2026-01-07 14:00:38,14,2,11.0,9.9,29.4,0.9982,ELEVE
Douala,4.067005,9.739023,incendie,4,2025-10-23 04:57:38,4,3,2.0,16.5,28.0,0.8793,ELEVE
Ebolowa,2.871767,11.166168,accident_route,2,2026-02-22 09:41:38,9,6,11.0,96.9,25.5,0.522,MOYEN
Douala,4.08336,9.753919,glissement,5,2025-11-13 01:22:38,1,3,15.0,40.9,37.3,0.921,ELEVE
Ebolowa,2.932468,11.134781,incendie,3,2025-12-10 03:28:38,3,2,5.0,67.9,27.7,0.5751,MOYEN
Douala,42.718489348265024,53.621158744478194,criminalité,5,2025-06-23 00:13:38,0,0,8.0,96.6,37.8,0.9448,ELEVE
Bertoua,4.562717,13.706517,incendie,4,2026-03-26 16:34:38,16,3,6.0,57.0,21.8,0.6974,ELEVE
Garoua,9.277924,13.384728,incendie,1,2025-10-20 23:32:38,23,0,20.0,54.9,20.2,0.5315,MOYEN
Douala,4.014165,9.796951,incendie,3,2025-08-01 00:40:38,0,4,25.0,34.8,22.1,0.9669,ELEVE
Maroua,10.564829,14.278487,glissement,1,2026-03-07 03:45:38,3,5,24.0,106.0,18.8,0.7811,ELEVE
Garoua,9.27207,13.442745,inondation,5,2025-08-08 05:15:38,5,4,25.0,118.4,28.2,0.8999,ELEVE
Yaoundé,48.15589350419391,56.05228571840802,glissement,2,2026-05-14 01:20:38,1,3,1.0,24.2,31.1,0.6364,MOYEN
Maroua,10.640822,14.278642,inondation,5,2025-07-20 11:13:38,11,6,8.0,56.5,25.1,1.0,ELEVE
Garoua,9.331059,13.367015,accident_route,5,2025-06-29 22:42:38,22,6,23.0,43.1,28.9,1.0,ELEVE
Bertoua,4.60876,13.684121,incendie,2,2025-12-01 21:30:38,21,0,21.0,2.9,24.1,0.4846,MOYEN
Bafoussam,5.482049,10.446072,accident_route,4,2025-07-28 00:30:38,0,0,16.0,69.9,28.7,0.5751,MOYEN
Bertoua,4.623446,13.691762,glissement,1,2026-01-10 09:45:38,9,5,5.0,28.3,29.4,0.5274,MOYEN
Maroua,10.572625,14.371042,pollution,3,2025-10-29 15:41:38,15,2,3.0,33.3,19.2,0.9165,ELEVE
Ebolowa,2.92419,11.184843,inondation,2,2025-07-15 22:31:38,22,1,14.0,72.0,21.0,0.5243,MOYEN
Maroua,10.602904,14.306921,accident_route,1,2025-06-30 10:58:38,10,0,18.0,35.6,28.2,0.9075,ELEVE
Yaoundé,3.825529,11.467721,glissement,5,2026-05-15 07:37:38,7,4,22.0,107.6,25.8,0.9809,ELEVE
Bertoua,4.586112,13.669312,incendie,1,2026-05-10 16:46:38,16,6,14.0,32.0,23.7,0.462,MOYEN
Douala,4.018584,9.768157,inondation,3,2026-04-01 12:28:38,12,2,8.0,109.3,26.2,0.9954,ELEVE
Douala,4.070336,9.744306,incendie,5,2026-03-10 03:33:38,3,1,3.0,94.3,36.5,1.0,ELEVE
Maroua,10.63249,14.331461,accident_route,5,2026-01-10 03:58:38,3,5,1.0,61.4,31.2,1.0,ELEVE
Yaoundé,3.838963,11.483222,accident_route,5,2025-09-15 03:55:38,3,0,22.0,118.8,34.2,0.805,ELEVE
Ebolowa,2.911098,11.141103,inondation,4,2025-12-21 04:53:38,4,6,,,,0.5932,MOYEN
Garoua,9.296232,13.411358,glissement,4,2026-03-24 19:03:38,19,1,16.0,4.6,19.1,0.9954,ELEVE
Ebolowa,2.915703,11.189839,inondation,1,2026-05-02 00:13:38,0,5,10.0,42.5,18.1,0.4311,MOYEN
Ngaoundéré,7.360801,13.619873,glissement,2,2025-12-26 19:02:38,19,4,15.0,100.0,32.1,0.5438,MOYEN
Bafoussam,5.521038,10.422676,glissement,4,2025-07-07 13:56:38,13,0,8.0,93.4,25.3,0.7004,ELEVE
Douala,4.035834,9.807883,inondation,4,2025-08-06 07:31:38,7,2,11.0,111.7,37.9,0.7961,ELEVE
Bafoussam,5.458342,10.423341,inondation,1,2026-05-16 08:50:38,8,5,13.0,47.7,29.7,0.4575,MOYEN
Ngaoundéré,7.328754,13.554268,criminalité,3,2025-11-24 10:33:38,10,0,20.0,4.2,32.8,0.6537,ELEVE
Ngaoundéré,7.377565,13.558006,pollution,4,2026-05-29 09:43:38,9,4,8.0,32.0,33.7,0.6641,ELEVE
Ebolowa,2.865524,11.118193,inondation,2,2026-04-15 00:57:38,0,2,17.0,53.5,19.1,0.5573,MOYEN
Bafoussam,5.485786,10.413398,incendie,4,2025-06-23 14:41:38,14,0,22.0,30.0,27.4,0.5802,MOYEN
Garoua,9.304117,13.440661,inondation,4,2025-12-01 18:38:38,18,0,14.0,72.6,19.8,0.8743,ELEVE
Ebolowa,2.912007,11.153346,accident_route,4,2025-11-14 02:52:38,2,4,4.0,51.7,35.6,0.5671,MOYEN
Maroua,10.583055,14.291086,criminalité,1,2026-03-15 04:57:38,4,6,8.0,56.7,32.8,0.8926,ELEVE
Bertoua,4.571595,13.662723,inondation,3,2026-05-08 05:48:38,5,4,12.0,69.3,32.1,0.6427,MOYEN
Yaoundé,3.882011,11.551045,accident_route,4,2026-02-24 07:40:38,7,1,4.0,1.1,23.3,0.8215,ELEVE
Douala,4.002004,9.753603,pollution,1,2026-06-09 07:05:38,7,1,11.0,59.6,34.2,0.735,ELEVE
Ebolowa,2.896393,11.197201,incendie,3,2026-03-24 21:21:38,21,1,1.0,93.1,28.1,0.3797,MOYEN
Ebolowa,2.853244,11.165872,inondation,3,2026-01-28 10:14:38,10,2,23.0,23.8,21.8,0.6513,ELEVE
Ebolowa,2.899826,11.107706,incendie,2,2025-07-01 14:38:38,14,1,8.0,79.4,36.8,0.4674,MOYEN
Maroua,10.610182,14.33809,incendie,1,2026-06-11 05:39:38,5,3,10.0,87.2,29.3,0.8724,ELEVE
Garoua,9.344907,13.426878,criminalité,4,2026-02-13 07:29:38,7,4,23.0,60.1,24.9,0.8466,ELEVE
Ngaoundéré,7.289547,13.599478,inondation,3,2025-12-25 04:07:38,4,3,8.0,30.7,24.0,0.6238,MOYEN
Bafoussam,5.444541,10.378658,criminalité,0,2026-01-23 01:16:38,1,4,6.0,44.8,20.3,0.4045,MOYEN
Douala,4.023894,9.760611,inondation,5,2026-04-04 12:56:38,12,5,18.0,25.6,23.3,0.9938,ELEVE
Bafoussam,5.435795,10.436629,accident_route,5,2025-07-04 09:21:38,9,4,23.0,25.2,34.0,0.6152,MOYEN
Bafoussam,5.438635,10.389236,incendie,4,2026-01-08 02:57:38,2,3,21.0,78.2,28.8,0.5332,MOYEN
Ngaoundéré,7.372615,13.603403,inondation,3,2025-06-26 23:44:38,23,3,16.0,12.7,37.2,0.6985,ELEVE
Bertoua,4.577662,13.666475,pollution,5,2025-07-17 06:33:38,6,3,11.0,7.9,19.9,0.7456,ELEVE
Garoua,9.291895,13.364329,criminalité,5,2025-10-14 06:01:38,6,1,9.0,99.2,19.4,0.9404,ELEVE
Bertoua,4.622073,13.647352,accident_route,2,2026-05-02 04:11:38,4,5,13.0,65.8,18.0,0.6079,MOYEN
Bertoua,4.532595,13.730449,pollution,4,2026-03-30 03:22:38,3,0,6.0,44.4,29.1,0.7345,ELEVE
Ngaoundéré,7.361253,13.614196,glissement,1,2026-01-02 21:21:38,21,4,20.0,4.9,25.3,0.5746,MOYEN
Bafoussam,5.476827,10.409999,glissement,5,2026-01-06 20:19:38,20,1,22.0,56.8,25.0,0.6515,ELEVE
Garoua,9.257569,13.369824,criminalité,1,2025-08-10 04:40:38,4,6,1.0,63.5,32.3,0.7792,ELEVE
Ngaoundéré,7.280755,13.563131,inondation,4,2026-04-22 02:40:38,2,2,11.0,20.7,24.1,0.7373,ELEVE
Garoua,9.347941,13.372813,criminalité,4,2026-03-14 23:26:38,23,5,22.0,104.0,27.5,0.7008,ELEVE
Douala,4.04999,9.758078,glissement,3,2025-08-11 10:56:38,10,0,3.0,68.6,23.0,0.9491,ELEVE
Douala,4.06762,9.770207,inondation,5,2025-11-03 06:05:38,6,0,25.0,68.7,30.4,1.0,ELEVE
Douala,4.065197,9.800148,glissement,2,2026-03-23 02:52:38,2,0,21.0,7.9,31.4,0.8723,ELEVE
Ebolowa,2.909366,11.101013,inondation,5,2026-02-12 20:27:38,20,3,4.0,98.6,21.5,0.5628,MOYEN
Ngaoundéré,7.34627,13.613468,glissement,2,2026-05-18 07:37:38,7,0,5.0,111.7,28.5,0.6255,MOYEN
Garoua,9.257537,13.395757,inondation,1,2026-04-14 08:22:38,8,1,23.0,71.5,25.4,0.6457,MOYEN
Douala,23.61162736367267,36.94425641295894,criminalité,3,2025-07-28 09:56:38,9,0,7.0,108.3,26.9,0.8762,ELEVE
Garoua,9.294897,13.354846,incendie,3,2026-06-14 23:56:38,23,6,22.0,28.0,23.3,0.7949,ELEVE
Bafoussam,5.48692,10.415097,glissement,3,2025-12-18 20:35:38,20,3,17.0,58.5,32.7,0.681,ELEVE
Ebolowa,2.940945,11.172214,inondation,5,2025-12-20 20:35:38,20,5,10.0,48.1,30.6,0.5298,MOYEN
Yaoundé,3.874435,11.514474,accident_route,3,2026-05-17 00:14:38,0,6,23.0,101.1,33.8,0.625,MOYEN
Bertoua,4.542597,13.668394,criminalité,5,2026-05-07 07:06:38,7,3,14.0,28.8,21.1,0.7937,ELEVE
Yaoundé,3.895439,11.550721,accident_route,5,2026-04-03 20:34:38,20,4,4.0,49.3,35.5,0.7893,ELEVE
Yaoundé,3.810482,11.531521,glissement,2,2025-11-21 08:16:38,8,4,4.0,75.7,25.2,0.7278,ELEVE
Douala,4.028516,9.725842,pollution,2,2025-06-21 20:14:38,20,5,21.0,115.7,23.8,0.8655,ELEVE
Maroua,10.611471,14.32422,incendie,2,2026-01-30 06:23:38,6,4,21.0,38.1,32.1,0.9118,ELEVE
Garoua,9.285635,13.381695,criminalité,1,2025-09-17 23:48:38,23,2,6.0,112.1,18.7,0.5276,MOYEN
Douala,4.009799,9.758745,inondation,4,2025-07-20 18:47:38,18,6,21.0,15.2,35.3,1.0,ELEVE
Garoua,9.318694,13.430791,pollution,2,2025-12-29 03:02:38,3,0,8.0,64.5,26.5,0.9588,ELEVE
Bertoua,4.545737,13.723277,accident_route,4,2025-12-10 15:23:38,15,2,23.0,59.7,36.5,0.6426,MOYEN
Bafoussam,5.446026,10.447,inondation,4,2026-01-28 09:43:38,9,2,10.0,108.4,30.1,0.5872,MOYEN
Yaoundé,3.870609,11.549685,accident_route,1,2025-10-05 06:05:38,6,6,9.0,79.3,21.1,0.5579,MOYEN
