ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque,annee,mois
Ebolowa,2.9019,11.1608,accident_route,3,2025-12-30 05:14:38,5,1,13.0,21.3,33.4,0.3793,MOYEN,2025,12
Garoua,9.3225,13.3538,criminalité,2,2025-07-12 14:04:38,14,5,14.0,66.1,23.1,0.6414,MOYEN,2025,7
Bertoua,4.606,13.73,criminalité,2,2025-07-30 09:12:38,9,2,16.0,20.7,34.5,0.5359,MOYEN,2025,7
Douala,4.0059,9.7539,incendie,4,2026-05-02 17:20:38,17,5,12.0,11.1,19.1,0.9147,ELEVE,2026,5
Garoua,9.3438,13.3695,incendie,5,2025-07-10 09:16:38,9,3,13.0,73.7,28.4,0.9858,ELEVE,2025,7
Yaoundé,3.8146,11.5259,inondation,5,2026-01-16 09:53:38,9,4,17.0,86.7,28.7,0.7976,ELEVE,2026,1
Bertoua,4.5869,13.7204,inondation,3,2026-06-08 16:55:38,16,0,24.0,57.0,23.4,0.8461,ELEVE,2026,6
Maroua,10.6298,14.3472,inondation,5,2025-08-14 02:56:38,2,3,17.0,35.3,36.9,1.0,ELEVE,2025,8
Bafoussam,5.502,10.3986,inondation,4,2025-11-16 03:23:38,3,6,2.0,98.7,24.0,0.7054,ELEVE,2025,11
Garoua,9.2913,13.4304,accident_route,4,2026-03-01 07:26:38,7,6,17.0,116.6,21.3,0.8972,ELEVE,2026,3
Douala,4.0819,9.8127,glissement,4,2026-01-20 15:40:38,15,1,11.0,26.4,23.9,0.9784,ELEVE,2026,1
Bertoua,4.6199,13.677,incendie,5,2025-11-23 09:39:38,9,6,11.0,109.1,18.2,0.7361,ELEVE,2025,11
Maroua,10.5631,14.36,inondation,2,2025-08-13 14:03:38,14,2,1.0,91.5,30.2,0.8828,ELEVE,2025,8
Bertoua,4.6131,13.7229,inondation,3,2026-03-30 15:20:38,15,0,8.0,111.1,18.8,0.6679,ELEVE,2026,3
Garoua,9.3421,13.4293,pollution,5,2026-05-05 05:35:38,5,1,21.0,66.8,30.2,0.8538,ELEVE,2026,5
Douala,4.0129,9.7876,glissement,4,2025-08-11 02:50:38,2,0,15.0,1.8,20.9,0.9429,ELEVE,2025,8
Bafoussam,5.4718,10.4264,criminalité,4,2025-11-02 01:29:38,1,6,13.0,74.0,25.1,0.4622,MOYEN,2025,11
Bertoua,4.5715,13.6585,criminalité,5,2025-12-03 18:25:38,18,2,15.0,110.1,18.2,0.6474,MOYEN,2025,12
Maroua,10.6238,14.3496,accident_route,3,2026-03-30 17:03:38,17,0,7.0,2.6,34.9,0.9666,ELEVE,2026,3
Ngaoundéré,7.2863,13.616,glissement,2,2026-05-17 12:32:38,12,6,15.0,109.1,24.0,0.5896,MOYEN,2026,5
Bafoussam,5.4566,10.3977,criminalité,1,2026-03-09 09:31:38,9,0,4.0,33.9,33.7,0.3875,MOYEN,2026,3
Bertoua,4.5905,13.667,inondation,4,2026-06-15 19:12:38,19,0,19.0,86.9,33.1,0.7727,ELEVE,2026,6
Douala,4.0743,9.7778,inondation,3,2025-10-23 17:00:38,17,3,24.0,12.3,32.8,0.9697,ELEVE,2025,10
Ngaoundéré,7.3406,13.5895,inondation,5,2026-05-06 19:43:38,19,2,23.0,26.5,37.6,0.7048,ELEVE,2026,5
Douala,4.0639,9.7868,accident_route,1,2025-07-05 01:19:38,1,5,1.0,71.1,30.5,0.9697,ELEVE,2025,7
Bertoua,4.5352,13.6855,inondation,1,2025-08-12 06:46:38,6,1,23.0,51.8,26.3,0.4834,MOYEN,2025,8
Bafoussam,5.432,10.4337,incendie,1,2026-03-03 07:45:38,7,1,12.0,40.8,26.4,0.438,MOYEN,2026,3
Ebolowa,2.9321,11.1002,criminalité,1,2026-06-12 23:58:38,23,4,15.0,37.2,30.9,0.4316,MOYEN,2026,6
Maroua,10.5468,14.3166,criminalité,3,2026-01-29 08:50:38,8,3,12.0,118.8,29.7,0.8385,ELEVE,2026,1
Bafoussam,5.4652,10.4591,criminalité,4,2025-08-26 08:24:38,8,1,17.0,14.2,22.3,0.661,ELEVE,2025,8
Douala,4.0912,9.7601,criminalité,1,2025-12-11 05:31:38,5,3,16.0,84.5,26.6,0.7233,ELEVE,2025,12
Douala,4.0167,9.7335,accident_route,1,2025-07-05 12:05:38,12,5,8.0,60.6,18.5,0.7489,ELEVE,2025,7
Bafoussam,5.4522,10.371,glissement,2,2026-03-21 23:22:38,23,5,24.0,8.3,37.1,0.569,MOYEN,2026,3
Maroua,10.6426,14.2838,accident_route,1,2025-11-12 10:16:38,10,2,2.0,19.5,29.4,0.7268,ELEVE,2025,11
Douala,4.063,9.7642,inondation,4,2026-05-10 23:17:38,23,6,14.0,115.8,25.7,1.0,ELEVE,2026,5
Ebolowa,2.9019,11.1703,incendie,1,2025-08-07 06:19:38,6,3,9.0,5.3,24.7,0.3471,FAIBLE,2025,8
Ngaoundéré,7.2856,13.6079,glissement,5,2025-11-12 12:08:38,12,2,7.0,76.2,29.0,0.7017,ELEVE,2025,11
Ebolowa,2.9402,11.1066,criminalité,4,2026-05-02 04:20:38,4,5,7.0,24.7,35.5,0.563,MOYEN,2026,5
Bafoussam,5.4462,10.4238,incendie,3,2026-02-27 13:56:38,13,4,6.0,52.2,26.4,0.5644,MOYEN,2026,2
Yaoundé,3.8882,11.4724,criminalité,3,2026-04-16 15:58:38,15,3,4.0,1.5,32.3,0.7249,ELEVE,2026,4
Douala,4.0217,9.73,criminalité,4,2026-05-21 16:36:38,16,3,11.0,49.1,20.1,0.8795,ELEVE,2026,5
Douala,4.0351,9.7904,pollution,4,2026-05-31 01:00:38,1,6,21.0,36.3,23.1,0.9153,ELEVE,2026,5
Bertoua,4.6002,13.7199,inondation,2,2025-09-11 22:41:38,22,3,13.0,34.2,33.1,0.6206,MOYEN,2025,9
Yaoundé,3.8397,11.4743,accident_route,5,2025-11-21 06:58:38,6,4,5.0,31.7,35.8,0.8504,ELEVE,2025,11
Garoua,9.2581,13.3789,criminalité,2,2026-01-16 11:12:38,11,4,24.0,56.8,36.3,0.7425,ELEVE,2026,1
Bafoussam,5.4404,10.4559,glissement,4,2025-09-22 21:32:38,21,0,15.0,84.5,18.0,0.6622,ELEVE,2025,9
Ebolowa,2.9429,11.1387,inondation,5,2026-03-23 08:44:38,8,0,21.0,14.9,33.1,0.7048,ELEVE,2026,3
Douala,4.072,9.7187,criminalité,1,2026-02-28 17:50:38,17,5,1.0,76.7,31.9,0.8318,ELEVE,2026,2
Garoua,9.3143,13.4174,criminalité,1,2026-05-26 20:14:38,20,1,5.0,44.7,28.8,0.6134,MOYEN,2026,5
Yaoundé,3.8457,11.5239,accident_route,2,2025-10-19 06:11:38,6,6,19.0,10.2,31.8,0.6715,ELEVE,2025,10
Ebolowa,2.8949,11.1722,pollution,2,2026-01-22 01:00:38,1,3,21.0,62.0,32.4,0.3902,MOYEN,2026,1
Bafoussam,5.5182,10.4666,inondation,3,2026-04-07 06:43:38,6,1,20.0,109.7,29.5,0.5536,MOYEN,2026,4
Garoua,9.2999,13.4137,incendie,4,2026-03-05 22:32:38,22,3,4.0,81.7,22.8,0.8677,ELEVE,2026,3
Douala,4.0531,9.7951,incendie,3,2025-12-10 17:13:38,17,2,25.0,20.2,28.2,0.9822,ELEVE,2025,12
Yaoundé,3.8005,11.4677,incendie,1,2025-10-10 03:56:38,3,4,2.0,50.8,32.0,0.5478,MOYEN,2025,10
Douala,4.0045,9.7749,incendie,3,2026-04-01 21:40:38,21,2,5.0,23.9,28.2,0.812,ELEVE,2026,4
Bafoussam,5.4466,10.4212,accident_route,3,2025-12-21 12:57:38,12,6,1.0,113.2,26.9,0.524,MOYEN,2025,12
Maroua,10.5584,14.2896,glissement,4,2025-08-26 05:37:38,5,1,3.0,37.1,25.5,1.0,ELEVE,2025,8
Ebolowa,2.8939,11.1611,inondation,4,2026-05-03 19:33:38,19,6,6.0,0.1,36.7,0.6236,MOYEN,2026,5
Bertoua,4.5982,13.6872,glissement,1,2025-11-15 05:11:38,5,5,12.0,12.4,28.1,0.572,MOYEN,2025,11
Bafoussam,5.5146,10.3825,incendie,4,2026-06-03 14:08:38,14,2,8.0,72.3,37.0,0.5454,MOYEN,2026,6
Garoua,9.3425,13.384,criminalité,3,2025-12-25 15:30:38,15,3,20.0,115.6,32.4,0.8186,ELEVE,2025,12
Maroua,10.5848,14.3181,accident_route,3,2026-03-06 12:11:38,12,4,15.0,54.2,19.1,1.0,ELEVE,2026,3
Yaoundé,3.8603,11.4606,inondation,5,2025-11-22 12:07:38,12,5,4.0,67.0,26.3,0.8138,ELEVE,2025,11
Bafoussam,5.4622,10.4601,inondation,4,2026-04-06 07:42:38,7,0,6.0,20.4,19.6,0.6494,MOYEN,2026,4
Bertoua,4.6192,13.7095,glissement,2,2025-07-14 05:29:38,5,0,7.0,102.5,23.9,0.6437,MOYEN,2025,7
Ngaoundéré,7.2874,13.5357,inondation,2,2026-05-16 10:30:38,10,5,16.0,0.5,18.2,0.6435,MOYEN,2026,5
Yaoundé,3.804,11.5455,inondation,1,2026-01-20 00:16:38,0,1,4.0,65.7,27.5,0.6825,ELEVE,2026,1
Ngaoundéré,7.2892,13.5491,glissement,5,2026-01-10 03:22:38,3,5,9.0,4.4,30.9,0.6381,MOYEN,2026,1
Bertoua,4.6219,13.6522,inondation,5,2025-10-24 12:09:38,12,4,4.0,63.8,31.7,0.7686,ELEVE,2025,10
Ebolowa,2.8923,11.1347,inondation,1,2026-03-17 10:19:38,10,1,19.0,37.9,19.3,0.3361,FAIBLE,2026,3
Maroua,10.6388,14.3309,accident_route,2,2025-10-24 18:27:38,18,4,10.0,27.0,37.5,0.8803,ELEVE,2025,10
Bertoua,4.5436,13.7212,glissement,1,2025-09-11 08:08:38,8,3,17.0,8.0,26.4,0.6144,MOYEN,2025,9
Ebolowa,2.9324,11.1955,accident_route,3,2025-12-07 16:37:38,16,6,25.0,80.5,28.7,0.3535,MOYEN,2025,12
Yaoundé,3.8739,11.4624,criminalité,3,2025-09-15 02:23:38,2,0,11.0,105.3,20.6,0.6098,MOYEN,2025,9
Ngaoundéré,7.3401,13.5619,criminalité,3,2025-10-09 02:11:38,2,3,6.0,13.5,33.7,0.4675,MOYEN,2025,10
Yaoundé,3.7993,11.4607,inondation,1,2026-01-12 00:06:38,0,0,18.0,26.1,35.3,0.7074,ELEVE,2026,1
Bertoua,4.6129,13.6359,incendie,2,2026-02-28 11:00:38,11,5,17.0,115.8,24.6,0.5202,MOYEN,2026,2
Bertoua,4.5619,13.6362,incendie,2,2026-05-16 22:45:38,22,5,13.0,26.5,19.6,0.6935,ELEVE,2026,5
Maroua,10.6097,14.296,glissement,2,2025-11-20 07:48:38,7,3,24.0,77.8,37.1,0.8449,ELEVE,2025,11
Ngaoundéré,7.2907,13.6278,inondation,2,2026-03-03 02:21:38,2,1,16.0,105.5,27.9,0.5888,MOYEN,2026,3
Garoua,9.3031,13.4094,accident_route,5,2026-01-05 17:24:38,17,0,23.0,34.5,31.3,0.997,ELEVE,2026,1
Ebolowa,2.9282,11.1709,pollution,3,2026-04-18 03:39:38,3,5,20.0,23.6,32.5,0.4907,MOYEN,2026,4
Douala,4.0448,9.7759,criminalité,5,2026-03-15 18:23:38,18,6,3.0,28.6,20.4,1.0,ELEVE,2026,3
Bafoussam,5.4636,10.3722,incendie,1,2026-04-23 20:32:38,20,3,23.0,46.6,36.5,0.5504,MOYEN,2026,4
Garoua,9.3097,13.4215,accident_route,1,2026-04-14 09:40:38,9,1,11.0,16.0,25.0,0.7784,ELEVE,2026,4
Garoua,9.3103,13.405,incendie,1,2026-02-05 18:14:38,18,3,3.0,52.7,37.9,0.6762,ELEVE,2026,2
Maroua,10.5987,14.3339,incendie,3,2025-07-14 19:10:38,19,0,17.0,76.7,19.5,0.8505,ELEVE,2025,7
Douala,4.0261,9.7804,incendie,4,2025-07-31 01:11:38,1,3,5.0,118.1,31.7,0.9086,ELEVE,2025,7
Garoua,9.3239,13.3565,accident_route,1,2026-04-12 13:29:38,13,6,11.0,32.8,29.3,0.7084,ELEVE,2026,4
Garoua,9.2566,13.3589,accident_route,2,2025-12-05 14:42:38,14,4,20.0,0.3,35.2,0.6398,MOYEN,2025,12
Douala,4.0333,9.8027,glissement,5,2025-10-07 19:08:38,19,1,2.0,35.7,29.5,0.95,ELEVE,2025,10
Maroua,10.5468,14.2985,criminalité,5,2026-02-17 06:41:38,6,1,5.0,43.9,22.5,0.9317,ELEVE,2026,2
Ngaoundéré,7.2964,13.6033,criminalité,5,2026-02-04 00:54:38,0,2,10.0,107.8,21.9,0.7794,ELEVE,2026,2
Ebolowa,2.8667,11.1105,incendie,5,2026-03-04 20:16:38,20,2,9.0,21.6,24.4,0.6513,ELEVE,2026,3
Douala,4.0321,9.7634,criminalité,2,2026-02-06 19:21:38,19,4,9.0,102.3,19.8,0.8873,ELEVE,2026,2
Yaoundé,3.8339,11.5398,criminalité,5,2025-11-16 06:11:38,6,6,16.0,29.4,34.1,0.8163,ELEVE,2025,11
Ebolowa,2.9367,11.1579,pollution,5,2026-05-20 07:06:38,7,2,6.0,54.2,34.0,0.4829,MOYEN,2026,5
Bafoussam,5.436,10.391,glissement,5,2025-12-21 10:57:38,10,6,25.0,35.9,25.4,0.8368,ELEVE,2025,12
Maroua,10.6401,14.3211,inondation,3,2026-06-10 14:24:38,14,2,13.0,50.2,20.8,1.0,ELEVE,2026,6
Ebolowa,2.8812,11.152,inondation,1,2025-08-15 14:32:38,14,4,6.0,95.0,26.4,0.4758,MOYEN,2025,8
Ngaoundéré,7.2993,13.5926,inondation,3,2026-06-18 00:40:38,0,3,17.0,59.8,35.4,0.6741,ELEVE,2026,6
Ngaoundéré,7.368,13.5676,incendie,4,2025-11-05 19:08:38,19,2,8.0,14.5,21.9,0.7308,ELEVE,2025,11
Bertoua,4.6053,13.6523,glissement,1,2026-04-25 14:35:38,14,5,15.0,113.9,25.4,0.4264,MOYEN,2026,4
Garoua,9.3145,13.3515,incendie,2,2025-11-15 00:48:38,0,5,23.0,58.2,18.6,0.6202,MOYEN,2025,11
Ebolowa,2.9444,11.1474,incendie,5,2025-08-28 19:12:38,19,3,20.0,113.7,22.0,0.6843,ELEVE,2025,8
Ngaoundéré,7.3167,13.6302,incendie,2,2026-05-02 15:37:38,15,5,18.0,34.2,37.5,0.5355,MOYEN,2026,5
Maroua,10.5616,14.2767,pollution,1,2025-07-16 15:21:38,15,2,13.0,57.1,27.5,0.8029,ELEVE,2025,7
Douala,4.0684,9.74,incendie,5,2025-09-25 08:59:38,8,3,13.0,60.1,27.9,0.9575,ELEVE,2025,9
Bafoussam,5.4487,10.4034,accident_route,1,2026-01-16 21:35:38,21,4,24.0,28.5,26.9,0.4014,MOYEN,2026,1
Maroua,10.6161,14.3172,glissement,2,2025-09-22 09:23:38,9,0,1.0,14.7,25.0,1.0,ELEVE,2025,9
Ngaoundéré,7.3403,13.6276,glissement,4,2026-05-09 07:59:38,7,5,14.0,8.1,26.4,0.613,MOYEN,2026,5
Bertoua,4.5373,13.7091,incendie,3,2026-03-29 10:52:38,10,6,24.0,30.2,30.4,0.6413,MOYEN,2026,3
Garoua,9.2743,13.3494,accident_route,3,2025-09-14 06:31:38,6,6,13.0,60.1,27.9,0.8014,ELEVE,2025,9
Garoua,9.2522,13.444,glissement,1,2026-05-24 02:11:38,2,6,15.0,77.2,18.6,0.6779,ELEVE,2026,5
Garoua,9.3357,13.3532,pollution,2,2026-04-27 22:25:38,22,0,11.0,22.0,30.6,0.7856,ELEVE,2026,4
Ebolowa,2.8718,11.195,accident_route,3,2026-05-01 03:57:38,3,4,22.0,16.1,20.4,0.4987,MOYEN,2026,5
Bertoua,4.6155,13.7102,inondation,2,2025-10-02 12:03:38,12,3,15.0,104.1,27.8,0.6611,ELEVE,2025,10
Ngaoundéré,7.3057,13.6217,glissement,1,2025-07-13 13:32:38,13,6,15.0,2.0,36.6,0.5646,MOYEN,2025,7
Douala,4.0544,9.7231,criminalité,4,2025-08-04 07:46:38,7,0,13.0,60.1,27.9,0.9347,ELEVE,2025,8
Garoua,9.2808,13.4035,criminalité,2,2025-10-19 09:07:38,9,6,9.0,24.8,22.1,0.8562,ELEVE,2025,10
Ebolowa,2.8574,11.1554,glissement,4,2026-06-06 13:23:38,13,5,23.0,109.2,19.5,0.6079,MOYEN,2026,6
Maroua,10.6422,14.3176,pollution,3,2026-04-26 12:10:38,12,6,25.0,111.2,25.6,0.9345,ELEVE,2026,4
Bertoua,4.6042,13.6361,inondation,5,2026-03-23 05:01:38,5,0,9.0,10.0,19.6,0.7553,ELEVE,2026,3
Douala,4.0315,9.7704,incendie,3,2026-04-25 18:43:38,18,5,2.0,87.6,28.7,0.8429,ELEVE,2026,4
Douala,4.0249,9.7907,incendie,1,2026-02-15 17:04:38,17,6,15.0,42.0,34.4,0.8514,ELEVE,2026,2
Ngaoundéré,7.2929,13.6173,incendie,3,2026-03-10 01:21:38,1,1,4.0,96.3,32.4,0.4432,MOYEN,2026,3
Douala,4.0123,9.7577,incendie,3,2025-11-24 00:30:38,0,0,23.0,51.1,31.8,0.9016,ELEVE,2025,11
Ebolowa,2.9317,11.1182,pollution,4,2025-08-19 17:37:38,17,1,7.0,22.9,35.2,0.6355,MOYEN,2025,8
Garoua,9.2811,13.4178,criminalité,1,2025-10-22 01:32:38,1,2,20.0,8.5,35.8,0.6243,MOYEN,2025,10
Ngaoundéré,7.3775,13.6275,glissement,4,2026-06-04 00:49:38,0,3,19.0,103.4,27.6,0.7839,ELEVE,2026,6
Maroua,10.6169,14.2943,criminalité,4,2025-10-12 10:42:38,10,6,1.0,18.5,24.0,0.8948,ELEVE,2025,10
Bertoua,4.5682,13.661,inondation,2,2026-01-20 09:12:38,9,1,9.0,99.1,29.4,0.6121,MOYEN,2026,1
Bertoua,4.5473,13.7008,glissement,5,2026-06-04 20:53:38,20,3,15.0,17.5,18.2,0.8899,ELEVE,2026,6
Bafoussam,5.488,10.4294,inondation,2,2026-04-27 00:58:38,0,0,14.0,113.2,27.9,0.4763,MOYEN,2026,4
Garoua,9.2598,13.4169,criminalité,5,2026-02-15 09:44:38,9,6,15.0,40.9,19.7,0.8443,ELEVE,2026,2
Bertoua,4.5536,13.6682,inondation,1,2025-07-07 04:36:38,4,0,4.0,22.9,26.8,0.7285,ELEVE,2025,7
Douala,4.0114,9.7572,criminalité,4,2026-05-10 17:50:38,17,6,1.0,32.3,37.3,0.7625,ELEVE,2026,5
Douala,4.0904,9.7622,accident_route,2,2026-05-01 23:18:38,23,4,2.0,40.1,29.2,0.6735,ELEVE,2026,5
Bafoussam,5.5098,10.4012,accident_route,4,2026-04-01 00:55:38,0,2,12.0,113.0,31.4,0.4899,MOYEN,2026,4
Ngaoundéré,7.3368,13.5973,incendie,4,2026-01-19 13:47:38,13,0,25.0,27.2,31.1,0.7135,ELEVE,2026,1
Ebolowa,2.8587,11.1537,inondation,4,2025-12-28 18:39:38,18,6,1.0,42.9,19.4,0.5894,MOYEN,2025,12
Douala,4.0037,9.7314,pollution,5,2025-07-14 08:46:38,8,0,3.0,42.9,28.1,0.9756,ELEVE,2025,7
Bafoussam,5.4395,10.3821,glissement,5,2025-12-24 05:07:38,5,2,11.0,86.5,31.2,0.5708,MOYEN,2025,12
Bafoussam,5.4323,10.3818,inondation,5,2026-01-12 14:41:38,14,0,17.0,105.5,18.6,0.6935,ELEVE,2026,1
Ebolowa,2.8797,11.13,criminalité,4,2025-07-31 05:30:38,5,3,13.0,60.1,27.9,0.604,MOYEN,2025,7
Ngaoundéré,7.3305,13.5874,criminalité,4,2025-07-03 02:12:38,2,3,13.0,30.9,20.3,0.5532,MOYEN,2025,7
Ebolowa,2.8789,11.1581,inondation,5,2025-11-14 08:50:38,8,4,16.0,24.0,20.7,0.6538,ELEVE,2025,11
Ebolowa,2.8614,11.1672,pollution,3,2025-08-04 23:46:38,23,0,4.0,29.2,29.8,0.3573,MOYEN,2025,8
Douala,4.0804,9.7496,inondation,3,2026-01-07 14:00:38,14,2,11.0,9.9,29.4,0.9982,ELEVE,2026,1
Douala,4.067,9.739,incendie,4,2025-10-23 04:57:38,4,3,2.0,16.5,28.0,0.8793,ELEVE,2025,10
Ebolowa,2.8718,11.1662,accident_route,2,2026-02-22 09:41:38,9,6,11.0,96.9,25.5,0.522,MOYEN,2026,2
Douala,4.0834,9.7539,glissement,5,2025-11-13 01:22:38,1,3,15.0,40.9,37.3,0.921,ELEVE,2025,11
Ebolowa,2.9325,11.1348,incendie,3,2025-12-10 03:28:38,3,2,5.0,67.9,27.7,0.5751,MOYEN,2025,12
Bertoua,4.5627,13.7065,incendie,4,2026-03-26 16:34:38,16,3,6.0,57.0,21.8,0.6974,ELEVE,2026,3
Douala,4.0142,9.797,incendie,3,2025-08-01 00:40:38,0,4,25.0,34.8,22.1,0.9669,ELEVE,2025,8
Maroua,10.5648,14.2785,glissement,1,2026-03-07 03:45:38,3,5,24.0,106.0,18.8,0.7811,ELEVE,2026,3
Garoua,9.2721,13.4427,inondation,5,2025-08-08 05:15:38,5,4,25.0,118.4,28.2,0.8999,ELEVE,2025,8
Maroua,10.6408,14.2786,inondation,5,2025-07-20 11:13:38,11,6,8.0,56.5,25.1,1.0,ELEVE,2025,7
Garoua,9.3311,13.367,accident_route,5,2025-06-29 22:42:38,22,6,23.0,43.1,28.9,1.0,ELEVE,2025,6
Bertoua,4.6088,13.6841,incendie,2,2025-12-01 21:30:38,21,0,21.0,2.9,24.1,0.4846,MOYEN,2025,12
Bafoussam,5.482,10.4461,accident_route,4,2025-07-28 00:30:38,0,0,16.0,69.9,28.7,0.5751,MOYEN,2025,7
Bertoua,4.6234,13.6918,glissement,1,2026-01-10 09:45:38,9,5,5.0,28.3,29.4,0.5274,MOYEN,2026,1
Maroua,10.5726,14.371,pollution,3,2025-10-29 15:41:38,15,2,3.0,33.3,19.2,0.9165,ELEVE,2025,10
Ebolowa,2.9242,11.1848,inondation,2,2025-07-15 22:31:38,22,1,14.0,72.0,21.0,0.5243,MOYEN,2025,7
Maroua,10.6029,14.3069,accident_route,1,2025-06-30 10:58:38,10,0,18.0,35.6,28.2,0.9075,ELEVE,2025,6
Yaoundé,3.8255,11.4677,glissement,5,2026-05-15 07:37:38,7,4,22.0,107.6,25.8,0.9809,ELEVE,2026,5
Bertoua,4.5861,13.6693,incendie,1,2026-05-10 16:46:38,16,6,14.0,32.0,23.7,0.462,MOYEN,2026,5
Douala,4.0186,9.7682,inondation,3,2026-04-01 12:28:38,12,2,8.0,109.3,26.2,0.9954,ELEVE,2026,4
Douala,4.0703,9.7443,incendie,5,2026-03-10 03:33:38,3,1,3.0,94.3,36.5,1.0,ELEVE,2026,3
Maroua,10.6325,14.3315,accident_route,5,2026-01-10 03:58:38,3,5,1.0,61.4,31.2,1.0,ELEVE,2026,1
Yaoundé,3.839,11.4832,accident_route,5,2025-09-15 03:55:38,3,0,22.0,118.8,34.2,0.805,ELEVE,2025,9
Ebolowa,2.9111,11.1411,inondation,4,2025-12-21 04:53:38,4,6,13.0,60.1,27.9,0.5932,MOYEN,2025,12
Garoua,9.2962,13.4114,glissement,4,2026-03-24 19:03:38,19,1,16.0,4.6,19.1,0.9954,ELEVE,2026,3
Ebolowa,2.9157,11.1898,inondation,1,2026-05-02 00:13:38,0,5,10.0,42.5,18.1,0.4311,MOYEN,2026,5
Ngaoundéré,7.3608,13.6199,glissement,2,2025-12-26 19:02:38,19,4,15.0,100.0,32.1,0.5438,MOYEN,2025,12
Bafoussam,5.521,10.4227,glissement,4,2025-07-07 13:56:38,13,0,8.0,93.4,25.3,0.7004,ELEVE,2025,7
Douala,4.0358,9.8079,inondation,4,2025-08-06 07:31:38,7,2,11.0,111.7,37.9,0.7961,ELEVE,2025,8
Bafoussam,5.4583,10.4233,inondation,1,2026-05-16 08:50:38,8,5,13.0,47.7,29.7,0.4575,MOYEN,2026,5
Ngaoundéré,7.3288,13.5543,criminalité,3,2025-11-24 10:33:38,10,0,20.0,4.2,32.8,0.6537,ELEVE,2025,11
Ngaoundéré,7.3776,13.558,pollution,4,2026-05-29 09:43:38,9,4,8.0,32.0,33.7,0.6641,ELEVE,2026,5
Ebolowa,2.8655,11.1182,inondation,2,2026-04-15 00:57:38,0,2,17.0,53.5,19.1,0.5573,MOYEN,2026,4
Bafoussam,5.4858,10.4134,incendie,4,2025-06-23 14:41:38,14,0,22.0,30.0,27.4,0.5802,MOYEN,2025,6
Garoua,9.3041,13.4407,inondation,4,2025-12-01 18:38:38,18,0,14.0,72.6,19.8,0.8743,ELEVE,2025,12
Maroua,10.5831,14.2911,criminalité,1,2026-03-15 04:57:38,4,6,8.0,56.7,32.8,0.8926,ELEVE,2026,3
Bertoua,4.5716,13.6627,inondation,3,2026-05-08 05:48:38,5,4,12.0,69.3,32.1,0.6427,MOYEN,2026,5
Yaoundé,3.882,11.551,accident_route,4,2026-02-24 07:40:38,7,1,4.0,1.1,23.3,0.8215,ELEVE,2026,2
Douala,4.002,9.7536,pollution,1,2026-06-09 07:05:38,7,1,11.0,59.6,34.2,0.735,ELEVE,2026,6
Ebolowa,2.8964,11.1972,incendie,3,2026-03-24 21:21:38,21,1,1.0,93.1,28.1,0.3797,MOYEN,2026,3
Ebolowa,2.8532,11.1659,inondation,3,2026-01-28 10:14:38,10,2,23.0,23.8,21.8,0.6513,ELEVE,2026,1
Ebolowa,2.8998,11.1077,incendie,2,2025-07-01 14:38:38,14,1,8.0,79.4,36.8,0.4674,MOYEN,2025,7
Maroua,10.6102,14.3381,incendie,1,2026-06-11 05:39:38,5,3,10.0,87.2,29.3,0.8724,ELEVE,2026,6
Garoua,9.3449,13.4269,criminalité,4,2026-02-13 07:29:38,7,4,23.0,60.1,24.9,0.8466,ELEVE,2026,2
Ngaoundéré,7.2895,13.5995,inondation,3,2025-12-25 04:07:38,4,3,8.0,30.7,24.0,0.6238,MOYEN,2025,12
Bafoussam,5.4445,10.3787,criminalité,1,2026-01-23 01:16:38,1,4,6.0,44.8,20.3,0.4045,MOYEN,2026,1
Douala,4.0239,9.7606,inondation,5,2026-04-04 12:56:38,12,5,18.0,25.6,23.3,0.9938,ELEVE,2026,4
Bafoussam,5.4358,10.4366,accident_route,5,2025-07-04 09:21:38,9,4,23.0,25.2,34.0,0.6152,MOYEN,2025,7
Bafoussam,5.4386,10.3892,incendie,4,2026-01-08 02:57:38,2,3,21.0,78.2,28.8,0.5332,MOYEN,2026,1
Ngaoundéré,7.3726,13.6034,inondation,3,2025-06-26 23:44:38,23,3,16.0,12.7,37.2,0.6985,ELEVE,2025,6
Bertoua,4.5777,13.6665,pollution,5,2025-07-17 06:33:38,6,3,11.0,7.9,19.9,0.7456,ELEVE,2025,7
Garoua,9.2919,13.3643,criminalité,5,2025-10-14 06:01:38,6,1,9.0,99.2,19.4,0.9404,ELEVE,2025,10
Bertoua,4.6221,13.6474,accident_route,2,2026-05-02 04:11:38,4,5,13.0,65.8,18.0,0.6079,MOYEN,2026,5
Bertoua,4.5326,13.7304,pollution,4,2026-03-30 03:22:38,3,0,6.0,44.4,29.1,0.7345,ELEVE,2026,3
Ngaoundéré,7.3613,13.6142,glissement,1,2026-01-02 21:21:38,21,4,20.0,4.9,25.3,0.5746,MOYEN,2026,1
Bafoussam,5.4768,10.41,glissement,5,2026-01-06 20:19:38,20,1,22.0,56.8,25.0,0.6515,ELEVE,2026,1
Garoua,9.2576,13.3698,criminalité,1,2025-08-10 04:40:38,4,6,1.0,63.5,32.3,0.7792,ELEVE,2025,8
Ngaoundéré,7.2808,13.5631,inondation,4,2026-04-22 02:40:38,2,2,11.0,20.7,24.1,0.7373,ELEVE,2026,4
